Date,Value Date,Description,Category,Debit,Credit,Balance,SourceFile
24/06/2025,24/06/2025,Virement recus Banque Confrere  RIAKE FT251757RTNP\BNK   Paiement Tanatech Acpt,Riake,,800000.0,826215.98,MCB Internet Banking Document (6).pdf
24/06/2025,24/06/2025,Transfer Bank to Wallet  MVOLA WALLET FT25175KZ7M3\BNK   Mvola Bank to Wallet,Mvola Out,5000.0,,821215.98,MCB Internet Banking Document (6).pdf
25/06/2025,25/06/2025,Frais de virement FT251767M61S\BNK,Fees,1625.0,,819590.98,MCB Internet Banking Document (6).pdf
25/06/2025,25/06/2025,TVA FT251767M61S\BNK,Tax,325.0,,819265.98,MCB Internet Banking Document (6).pdf
25/06/2025,25/06/2025,Transfer Bank to Wallet  MVOLA WALLET FT251767M61S\BNK   Mvola Bank to Wallet,Mvola Out,325000.0,,494265.98,MCB Internet Banking Document (6).pdf
25/06/2025,25/06/2025,Transfer Bank to Wallet  MVOLA WALLET FT25176LF555\BNK   Mvola Bank to Wallet,Mvola Out,60000.0,,434265.98,MCB Internet Banking Document (6).pdf
25/06/2025,25/06/2025,Transfer Bank to Wallet  MVOLA WALLET FT25176PYW7T\BNK   Mvola Bank to Wallet,Mvola Out,40000.0,,394265.98,MCB Internet Banking Document (6).pdf
27/06/2025,27/06/2025,Transfer Bank to Wallet  MVOLA WALLET FT25178GTYD2\BNK   Mvola Bank to Wallet,Mvola Out,85000.0,,309265.98,MCB Internet Banking Document (6).pdf
27/06/2025,27/06/2025,Retrait sur GAB confrere  501280 FT251786H3HN\BNK  SGMADA Mahazo,Withdrawal,40000.0,,269265.98,MCB Internet Banking Document (6).pdf
30/06/2025,30/06/2025,Transfer Wallet to Bank Mvola Wallet to Bank FT25181THN1H\BNK,Mvola,,100000.0,369265.98,MCB Internet Banking Document (6).pdf
30/06/2025,30/06/2025,DB vente carte etrangere  054080 FT251818KZC2\BNK  PAYPAL,Card Payment,4600.74,,364665.24,MCB Internet Banking Document (6).pdf
30/06/2025,30/06/2025,DB vente carte etrangere  REV FT25181S0MYL\BNK   054130 PAYPAL,Other Income,,4600.74,369265.98,MCB Internet Banking Document (6).pdf
30/06/2025,30/06/2025,DB vente carte etrangere  054320 FT25181YRQCQ\BNK  PAYPAL INFOMANIAK,Card Payment,362254.8,,7011.18,MCB Internet Banking Document (6).pdf
30/06/2025,01/07/2025,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20250630,Fees,2000.0,,5011.18,MCB Internet Banking Document (6).pdf
07/02/2023,07/02/2023,Virement recus Banque Confrere GEEKWORKERS SARL FT23038HM1YW\BNK   Prestation Fev 23 - GW,Transfer,,7517796.0,7505796.0,MCB Internet Banking Document (26).pdf
08/02/2023,08/02/2023,DB vente carte etrangere  813020 FT23039346LK\BNK  SPOTIFY AB,Card Payment,13191.95,,7492604.05,MCB Internet Banking Document (26).pdf
08/02/2023,08/02/2023,DB vente carte etrangere  858470 FT23039P6DTK\BNK  PAYPAL,Card Payment,4412.03,,7488192.02,MCB Internet Banking Document (26).pdf
08/02/2023,08/02/2023,DB vente carte etrangere  REV FT23039BN33Z\BNK   858550 PAYPAL,Other Income,,4412.03,7492604.05,MCB Internet Banking Document (26).pdf
08/02/2023,08/02/2023,DB vente carte etrangere  858950 FT23039M8WBJ\BNK  PAYPAL ZAKHAMOUCHI ZAK,Card Payment,108637.2,,7383966.85,MCB Internet Banking Document (26).pdf
08/02/2023,08/02/2023,Retrait sur GAB MCB  357470 FT23039J1CDW\BNK  MCB MADA ZOOM,Withdrawal,500000.0,,6883966.85,MCB Internet Banking Document (26).pdf
08/02/2023,08/02/2023,Retrait sur GAB MCB  358210 FT230398J3DD\BNK  MCB MADA ZOOM,Withdrawal,500000.0,,6383966.85,MCB Internet Banking Document (26).pdf
08/02/2023,08/02/2023,Retrait sur GAB confrere  471610 FT23039N4YPL\BNK  BNI BNI AMPASAMPITO,Withdrawal,500000.0,,5883966.85,MCB Internet Banking Document (26).pdf
09/02/2023,09/02/2023,Retrait sur GAB confrere  422830 FT23040YRJDL\BNK  SGMADA Mahazo,Withdrawal,200000.0,,5683966.85,MCB Internet Banking Document (26).pdf
10/02/2023,10/02/2023,DB vente carte etrangere  388770 FT23041K30CY\BNK  PAYPAL,Card Payment,4427.58,,5679539.27,MCB Internet Banking Document (26).pdf
10/02/2023,10/02/2023,DB vente carte etrangere  REV FT2304141VFQ\BNK   388830 PAYPAL,Other Income,,4427.58,5683966.85,MCB Internet Banking Document (26).pdf
10/02/2023,10/02/2023,DB vente carte etrangere  388900 FT23041YPTZK\BNK  PAYPAL PREM KUMAR,Card Payment,44688.4,,5639278.45,MCB Internet Banking Document (26).pdf
10/02/2023,10/02/2023,DB vente carte etrangere  396660 FT23041GK8H0\BNK  PAYPAL,Card Payment,4427.58,,5634850.87,MCB Internet Banking Document (26).pdf
10/02/2023,10/02/2023,DB vente carte etrangere  REV FT2304160S9P\BNK   396750 PAYPAL,Other Income,,4427.58,5639278.45,MCB Internet Banking Document (26).pdf
10/02/2023,10/02/2023,DB vente carte etrangere  396960 FT23041K5Z38\BNK  PAYPAL PREM KUMAR,Card Payment,55781.4,,5583497.05,MCB Internet Banking Document (26).pdf
10/02/2023,10/02/2023,Retrait sur GAB confrere  526640 FT23041K625D\BNK  BNI BNI AMBATOBE,Withdrawal,100000.0,,5483497.05,MCB Internet Banking Document (26).pdf
13/02/2023,10/02/2023,Frais de virement FT230441TSN2\BNK,Fees,2000.0,,5481497.05,MCB Internet Banking Document (26).pdf
13/02/2023,10/02/2023,TVA FT230441TSN2\BNK,Tax,400.0,,5481097.05,MCB Internet Banking Document (26).pdf
13/02/2023,10/02/2023,Prelevement automatic -DR DD INTERMEDIATARY FT230441TSN2\BNK   TELMA MOBILE FINV/00036068/23 316219,Other Expense,299000.0,,5182097.05,MCB Internet Banking Document (26).pdf
13/02/2023,13/02/2023,DB vente carte etrangere  856990 FT23044JJSM4\BNK  SmartGlocal,Card Payment,47791.24,,5134305.81,MCB Internet Banking Document (26).pdf
13/02/2023,13/02/2023,DB vente carte confrere  372320 FT23044RLPKS\BNK  SOCIETE LIANTSOA,Card Payment,103200.0,,5031105.81,MCB Internet Banking Document (26).pdf
13/02/2023,13/02/2023,Retrait sur GAB confrere  289960 FT23044XC7SJ\BNK  SGMADA Mahazo,Withdrawal,200000.0,,4831105.81,MCB Internet Banking Document (26).pdf
13/02/2023,13/02/2023,Retrait sur GAB confrere  705400 FT23044D51PJ\BNK  SGMADA Mahazo,Withdrawal,200000.0,,4631105.81,MCB Internet Banking Document (26).pdf
14/02/2023,14/02/2023,Retrait sur GAB confrere  477680 FT23045NP3N2\BNK  BNI BNI AMPASAMPITO,Withdrawal,100000.0,,4531105.81,MCB Internet Banking Document (26).pdf
16/02/2023,16/02/2023,Retrait sur GAB confrere  631700 FT23047L7T8G\BNK  SGMADA Mahazo 2,Withdrawal,150000.0,,4381105.81,MCB Internet Banking Document (26).pdf
17/02/2023,17/02/2023,DB vente carte confrere  572530 FT23048ZSYR9\BNK  CINEPAX MADAGASCAR,Card Payment,50000.0,,4331105.81,MCB Internet Banking Document (26).pdf
17/02/2023,17/02/2023,DB vente carte confrere  574990 FT2304813QQ5\BNK  CINEPAX II,Card Payment,26000.0,,4305105.81,MCB Internet Banking Document (26).pdf
20/02/2023,20/02/2023,Retrait sur GAB confrere  689820 FT2305168LM1\BNK  SGMADA Mahazo 2,Withdrawal,50000.0,,4255105.81,MCB Internet Banking Document (26).pdf
20/02/2023,20/02/2023,DB vente carte etrangere  731080 FT23051KJMQ0\BNK  INSTANT GAMING,Card Payment,69400.64,,4185705.17,MCB Internet Banking Document (26).pdf
21/02/2023,21/02/2023,Retrait sur GAB confrere  342180 FT23052XKW1J\BNK  BNI BNI AMPASAMPITO,Withdrawal,150000.0,,4035705.17,MCB Internet Banking Document (26).pdf
21/02/2023,21/02/2023,Retrait sur GAB confrere  465650 FT230528S6WH\BNK  BNI BNI AMPASAMPITO,Withdrawal,200000.0,,3835705.17,MCB Internet Banking Document (26).pdf
24/02/2023,24/02/2023,Retrait sur GAB confrere  375700 FT230553CR7G\BNK  SGMADA Mahazo 2,Withdrawal,200000.0,,3635705.17,MCB Internet Banking Document (26).pdf
27/02/2023,27/02/2023,Retrait sur GAB confrere  398220 FT23058YX19G\BNK  BNI ANKORONDRANO Route,Withdrawal,200000.0,,3435705.17,MCB Internet Banking Document (26).pdf
27/02/2023,27/02/2023,DB vente carte confrere  405160 FT2305869HRV\BNK  MATERAUTO,Card Payment,94800.0,,3340905.17,MCB Internet Banking Document (26).pdf
27/02/2023,27/02/2023,Retrait sur GAB confrere  563840 FT230586KW6Q\BNK  BNI BNI AMPASAMPITO,Withdrawal,200000.0,,3140905.17,MCB Internet Banking Document (26).pdf
27/02/2023,27/02/2023,Retrait sur GAB MCB  739790 FT23058DVWGJ\BNK  MCB MADA LE BONNET,Withdrawal,200000.0,,2940905.17,MCB Internet Banking Document (26).pdf
27/02/2023,27/02/2023,DB vente carte confrere  822720 FT23058F9NRQ\BNK  JOVENA ANDRANOBEVAVA,Card Payment,150000.0,,2790905.17,MCB Internet Banking Document (26).pdf
27/02/2023,27/02/2023,Retrait sur GAB confrere  027250 FT230580LC64\BNK  SGMADA Independance 1,Withdrawal,200000.0,,2590905.17,MCB Internet Banking Document (26).pdf
27/02/2023,27/02/2023,DB vente carte confrere  459430 FT23058S5MHW\BNK  SCORE ANTSAHABE,Card Payment,227282.0,,2363623.17,MCB Internet Banking Document (26).pdf
27/02/2023,27/02/2023,Retrait sur GAB confrere  695790 FT23058G5QQS\BNK  BNI ANKORONDRANO Route,Withdrawal,100000.0,,2263623.17,MCB Internet Banking Document (26).pdf
28/02/2023,28/02/2023,DB vente carte confrere  334060 FT230599F8QV\BNK  STATION JOVENA AMBOHIMA,Card Payment,210000.0,,2053623.17,MCB Internet Banking Document (26).pdf
28/02/2023,01/03/2023,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230228,Fees,2000.0,,2051623.17,MCB Internet Banking Document (26).pdf
28/02/2023,01/03/2023,Frais Tenue de compte 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230228,Fees,10000.0,,2041623.17,MCB Internet Banking Document (26).pdf
05/05/2023,05/05/2023,DB vente carte etrangere  068330 FT23125JPY5F\BNK  SPOTIFY AB,Card Payment,13481.62,,29613.27,MCB Internet Banking Document (30).pdf
05/05/2023,05/05/2023,Depot en especes MR FANOMEZANIRINA FENOHERY TT23125WXL55,Other Income,,300000.0,329613.27,MCB Internet Banking Document (30).pdf
05/05/2023,05/05/2023,Virement recus Banque Confrere GEEKWORKERS SARL FT23125XPQDV\BNK   Prestation - Avril 2023 - GW,Transfer,,543790.8,873404.07,MCB Internet Banking Document (30).pdf
08/05/2023,08/05/2023,Retrait sur GAB confrere  400860 FT23128NXLMR\BNK  SGMADA Mahazo 2,Withdrawal,550000.0,,323404.07,MCB Internet Banking Document (30).pdf
11/05/2023,10/05/2023,Frais de virement FT23131L1F81\BNK,Fees,2000.0,,321404.07,MCB Internet Banking Document (30).pdf
11/05/2023,10/05/2023,TVA FT23131L1F81\BNK,Tax,400.0,,321004.07,MCB Internet Banking Document (30).pdf
11/05/2023,10/05/2023,Prelevement automatic -DR DD INTERMEDIATARY FT23131L1F81\BNK   TELMA S.A F2305821921,Other Expense,249000.0,,72004.07,MCB Internet Banking Document (30).pdf
12/05/2023,12/05/2023,Retrait sur GAB confrere  565450 FT231324P7CG\BNK  BNI ANKORONDRANO Route,Withdrawal,50000.0,,22004.07,MCB Internet Banking Document (30).pdf
15/05/2023,15/05/2023,DB vente carte etrangere  741320 FT23135SJFZN\BNK  FACEBK ADS,Card Payment,9020.09,,12983.98,MCB Internet Banking Document (30).pdf
15/05/2023,15/05/2023,DB vente carte etrangere  270890 FT23135HK1V2\BNK  FACEBK 4C863QT3T2,Card Payment,45.11,,12938.87,MCB Internet Banking Document (30).pdf
15/05/2023,15/05/2023,DB vente carte etrangere  381930 FT23135643SR\BNK  FACEBK ADS,Card Payment,9022.35,,3916.52,MCB Internet Banking Document (30).pdf
19/05/2023,19/05/2023,DB vente carte etrangere  666430 FT23139K3NXQ\BNK  FACEBK 8WSKDPB4T2,Card Payment,135.62,,3780.9,MCB Internet Banking Document (30).pdf
31/05/2023,01/06/2023,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230531,Fees,2000.0,,1780.9,MCB Internet Banking Document (30).pdf
01/09/2025,01/09/2025,Transfer Bank to Wallet  MVOLA WALLET FT25244VTW1C\BNK   Mvola Bank to Wallet,Mvola Out,51000.0,,201493.4,MCB Internet Banking Document (9).pdf
01/09/2025,01/09/2025,DB vente carte confrere  436230 FT252444FJHF\BNK  JOVENA ANDRANOBEVAVA BO,Card Payment,67900.0,,133593.4,MCB Internet Banking Document (9).pdf
01/09/2025,01/09/2025,Transfer Wallet to Bank Mvola Wallet to Bank FT25244NHDS6\BNK,Mvola,,165000.0,298593.4,MCB Internet Banking Document (9).pdf
01/09/2025,01/09/2025,Transfer Wallet to Bank Mvola Wallet to Bank FT25244Z1KY8\BNK,Mvola,,110000.0,408593.4,MCB Internet Banking Document (9).pdf
03/09/2025,03/09/2025,Transfer Bank to Wallet  MVOLA WALLET FT25246NHJRF\BNK   Mvola Bank to Wallet,Mvola Out,5000.0,,403593.4,MCB Internet Banking Document (9).pdf
03/09/2025,03/09/2025,DB vente carte confrere  673570 FT25246HR9H0\BNK  STATION JOVENA TATSINAN,Card Payment,21582.0,,382011.4,MCB Internet Banking Document (9).pdf
04/09/2025,04/09/2025,Virement recus Banque Confrere  RIAKE FT25247ZXHN2\BNK   Paiement Inesys,Riake,,2100000.0,2482011.4,MCB Internet Banking Document (9).pdf
04/09/2025,04/09/2025,Transfer Bank to Wallet  MVOLA WALLET FT25247VD6SD\BNK   Mvola Bank to Wallet,Mvola Out,40000.0,,2442011.4,MCB Internet Banking Document (9).pdf
04/09/2025,04/09/2025,Transfer Bank to Wallet  MVOLA WALLET FT252477ZGP2\BNK   Mvola Bank to Wallet,Mvola Out,10000.0,,2432011.4,MCB Internet Banking Document (9).pdf
05/09/2025,05/09/2025,Transfer Bank to Wallet  MVOLA WALLET FT25248T4W5B\BNK   Mvola Bank to Wallet,Mvola Out,50000.0,,2382011.4,MCB Internet Banking Document (9).pdf
05/09/2025,05/09/2025,Transfer Bank to Wallet  MVOLA WALLET FT2524866NTZ\BNK   Mvola Bank to Wallet,Mvola Out,50000.0,,2332011.4,MCB Internet Banking Document (9).pdf
08/09/2025,05/09/2025,Frais de virement FT25251KYMK9\BNK,Fees,5000.0,,2327011.4,MCB Internet Banking Document (9).pdf
08/09/2025,05/09/2025,TVA FT25251KYMK9\BNK,Tax,1000.0,,2326011.4,MCB Internet Banking Document (9).pdf
08/09/2025,05/09/2025,Prelevement automatic -DR DD INTERMEDIATARY FT25251KYMK9\BNK   TELMA S.A F2509591013,Other Expense,249000.0,,2077011.4,MCB Internet Banking Document (9).pdf
08/09/2025,08/09/2025,Transfer Bank to Wallet  MVOLA WALLET FT25251XJ760\BNK   Mvola Bank to Wallet,Mvola Out,15000.0,,2062011.4,MCB Internet Banking Document (9).pdf
08/09/2025,08/09/2025,DB vente carte etrangere  819500 FT25251KZ450\BNK  LIVINFRANCE,Card Payment,1067119.68,,994891.72,MCB Internet Banking Document (9).pdf
08/09/2025,08/09/2025,Frais de virement FT25251YXYVF\BNK,Fees,550.0,,994341.72,MCB Internet Banking Document (9).pdf
08/09/2025,08/09/2025,TVA FT25251YXYVF\BNK,Tax,110.0,,994231.72,MCB Internet Banking Document (9).pdf
08/09/2025,08/09/2025,Transfer Bank to Wallet  MVOLA WALLET FT25251YXYVF\BNK   Mvola Bank to Wallet,Mvola Out,110000.0,,884231.72,MCB Internet Banking Document (9).pdf
08/09/2025,08/09/2025,Virement recus Banque Confrere RANAIVOSOA MAMY NIRINA LIANTSO FT252514ZG63\BNK   Angola,Transfer,,1040000.0,1924231.72,MCB Internet Banking Document (9).pdf
09/09/2025,09/09/2025,DB vente carte etrangere  294230 FT25252H1VYK\BNK  NAME-CHEAP.COM FJW9MB,Card Payment,43117.58,,1881114.14,MCB Internet Banking Document (9).pdf
10/09/2025,10/09/2025,Retrait sur GAB confrere  665580 FT25253B0Z7K\BNK  BNI BNI AMPASAMPITO,Withdrawal,200000.0,,1681114.14,MCB Internet Banking Document (9).pdf
15/09/2025,15/09/2025,Retrait sur GAB confrere  753240 FT252581KGZ9\BNK  BNI BNI ANTSAKAVIRO,Withdrawal,150000.0,,1531114.14,MCB Internet Banking Document (9).pdf
15/09/2025,15/09/2025,DB vente carte confrere  463080 FT252581HJNS\BNK  STATION JOVENA TATSINAN,Card Payment,18528.0,,1512586.14,MCB Internet Banking Document (9).pdf
15/09/2025,15/09/2025,Transfer Bank to Wallet  MVOLA WALLET FT252583V056\BNK   Mvola Bank to Wallet,Mvola Out,10000.0,,1502586.14,MCB Internet Banking Document (9).pdf
15/09/2025,15/09/2025,DB vente carte etrangere  538170 FT25258TFMW3\BNK  X CORP. PAID FEATURES,Card Payment,220221.74,,1282364.4,MCB Internet Banking Document (9).pdf
15/09/2025,15/09/2025,Retrait sur GAB confrere  616070 FT25258QV8F0\BNK  SGMADA Agence MAHAZO,Withdrawal,500000.0,,782364.4,MCB Internet Banking Document (9).pdf
16/09/2025,16/09/2025,Transfer Bank to Wallet  MVOLA WALLET FT252598DDNX\BNK   Mvola Bank to Wallet,Mvola Out,50000.0,,732364.4,MCB Internet Banking Document (9).pdf
16/09/2025,16/09/2025,Virement recus Banque Confrere  RIAKE FT252590KD25\BNK   Meristheme,Riake,,750000.0,1482364.4,MCB Internet Banking Document (9).pdf
16/09/2025,16/09/2025,Transfer Bank to Wallet  MVOLA WALLET FT25259FWGK0\BNK   Mvola Bank to Wallet,Mvola Out,50000.0,,1432364.4,MCB Internet Banking Document (9).pdf
17/09/2025,17/09/2025,Transfer Bank to Wallet  MVOLA WALLET FT25260BXPYX\BNK   Mvola Bank to Wallet,Mvola Out,50000.0,,1382364.4,MCB Internet Banking Document (9).pdf
18/09/2025,18/09/2025,Transfer Bank to Wallet  MVOLA WALLET FT252610NNQX\BNK   Mvola Bank to Wallet,Mvola Out,50000.0,,1332364.4,MCB Internet Banking Document (9).pdf
18/09/2025,18/09/2025,Transfer Bank to Wallet  MVOLA WALLET FT252618F2TC\BNK   Mvola Bank to Wallet,Mvola Out,5000.0,,1327364.4,MCB Internet Banking Document (9).pdf
19/09/2025,19/09/2025,DB vente carte etrangere  553090 FT252624N6SL\BNK  STRIPE-Z.AI,Card Payment,164802.93,,1162561.47,MCB Internet Banking Document (9).pdf
19/09/2025,19/09/2025,Retrait sur GAB confrere  694560 FT25262NQ7MV\BNK  SGMADA Mahazo 2,Withdrawal,40000.0,,1122561.47,MCB Internet Banking Document (9).pdf
19/09/2025,19/09/2025,DB vente carte etrangere  700050 FT2526203W8D\BNK  PADDLE.NET SETAPP,Card Payment,45732.81,,1076828.66,MCB Internet Banking Document (9).pdf
22/09/2025,22/09/2025,Transfer Bank to Wallet  MVOLA WALLET FT252654T75M\BNK   Mvola Bank to Wallet,Mvola Out,50000.0,,1026828.66,MCB Internet Banking Document (9).pdf
22/09/2025,22/09/2025,DB vente carte etrangere  240500 FT252655MG7C\BNK  WWW CONTABO COM,Card Payment,90922.41,,935906.25,MCB Internet Banking Document (9).pdf
22/09/2025,22/09/2025,Retrait sur GAB confrere  441120 FT25265M2S0S\BNK  SGMADA AGENCE BY PASS--,Withdrawal,50000.0,,885906.25,MCB Internet Banking Document (9).pdf
22/09/2025,22/09/2025,Transfer Bank to Wallet  MVOLA WALLET FT25265P69YS\BNK   Mvola Bank to Wallet,Mvola Out,50000.0,,835906.25,MCB Internet Banking Document (9).pdf
25/09/2025,25/09/2025,Retrait sur GAB confrere  730270 FT25268YW1Z4\BNK  BNI BNI AMPASAMPITO,Withdrawal,50000.0,,785906.25,MCB Internet Banking Document (9).pdf
25/09/2025,25/09/2025,Virement recus Banque Confrere RANAIVOSOA MAMY NIRINA LIANTSO FT25268TNFCB\BNK   Angola,Transfer,,1150000.0,1935906.25,MCB Internet Banking Document (9).pdf
25/09/2025,25/09/2025,Transfer Bank to Wallet  MVOLA WALLET FT25268YZJNP\BNK   Mvola Bank to Wallet,Mvola Out,50000.0,,1885906.25,MCB Internet Banking Document (9).pdf
25/09/2025,25/09/2025,Transfer Bank to Wallet  MVOLA WALLET FT25268JN7S6\BNK   Mvola Bank to Wallet,Mvola Out,100000.0,,1785906.25,MCB Internet Banking Document (9).pdf
25/09/2025,25/09/2025,Retrait sur GAB confrere  660940 FT252680HPGX\BNK  BOAMGXB-GAB-01- EXT ANDR,Withdrawal,100000.0,,1685906.25,MCB Internet Banking Document (9).pdf
26/09/2025,26/09/2025,Frais de virement FT2526940Q6P\BNK,Fees,1250.0,,1684656.25,MCB Internet Banking Document (9).pdf
26/09/2025,26/09/2025,TVA FT2526940Q6P\BNK,Tax,250.0,,1684406.25,MCB Internet Banking Document (9).pdf
26/09/2025,26/09/2025,Transfer Bank to Wallet  MVOLA WALLET FT2526940Q6P\BNK   Mvola Bank to Wallet,Mvola Out,250000.0,,1434406.25,MCB Internet Banking Document (9).pdf
29/09/2025,29/09/2025,DB vente carte etrangere  755740 FT252726VLFR\BNK  CROUS RENNES,Card Payment,566804.9,,867601.35,MCB Internet Banking Document (9).pdf
30/09/2025,01/10/2025,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20250930,Fees,2000.0,,865601.35,MCB Internet Banking Document (9).pdf
30/09/2025,01/10/2025,Frais Tenue de compte 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20250930,Fees,10000.0,,855601.35,MCB Internet Banking Document (9).pdf
09/08/2023,09/08/2023,Depot en especes  LUI MEME TT23221D3F7Z,Other Income,,300000.0,294521.9,MCB Internet Banking Document (33).pdf
14/08/2023,11/08/2023,Frais de virement FT23226DBBXS\BNK,Fees,2000.0,,292521.9,MCB Internet Banking Document (33).pdf
14/08/2023,11/08/2023,TVA FT23226DBBXS\BNK,Tax,400.0,,292121.9,MCB Internet Banking Document (33).pdf
14/08/2023,11/08/2023,Prelevement automatic -DR DD INTERMEDIATARY FT23226DBBXS\BNK   TELMA S.A F2308981141,Other Expense,249000.0,,43121.9,MCB Internet Banking Document (33).pdf
31/08/2023,01/09/2023,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230831,Fees,2000.0,,41121.9,MCB Internet Banking Document (33).pdf
31/08/2023,01/09/2023,Frais Tenue de compte 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230831,Fees,10000.0,,31121.9,MCB Internet Banking Document (33).pdf
02/01/2024,02/01/2024,DB vente carte etrangere  275980 FT24002Q367Q\BNK  SPOTIFY AB,Card Payment,14076.63,,356330.95,MCB Internet Banking Document (13).pdf
08/01/2024,08/01/2024,Virement recus Banque Confrere MADINTEX GROUPE SA FT240087C087\BNK   2EME ACOMPTE S FACTURE,Transfer,,3217081.0,3573411.95,MCB Internet Banking Document (13).pdf
10/01/2024,10/01/2024,JUICE Virement autre banque locale RASOLONIRINA MAMPIONONA IRIS FT24010RXX97\BNK   Mihaja,Other Expense,1000000.0,,2573411.95,MCB Internet Banking Document (13).pdf
10/01/2024,10/01/2024,Retrait sur GAB confrere  593030 FT24010XCFML\BNK  SGMADA Mahazo,Withdrawal,200000.0,,2373411.95,MCB Internet Banking Document (13).pdf
11/01/2024,10/01/2024,Frais de virement FT240118SWQQ\BNK,Fees,2000.0,,2371411.95,MCB Internet Banking Document (13).pdf
11/01/2024,10/01/2024,TVA FT240118SWQQ\BNK,Tax,400.0,,2371011.95,MCB Internet Banking Document (13).pdf
11/01/2024,10/01/2024,Prelevement automatic -DR DD INTERMEDIATARY FT240118SWQQ\BNK   TELMA S.A F2401294699,Other Expense,249000.0,,2122011.95,MCB Internet Banking Document (13).pdf
11/01/2024,11/01/2024,Retrait sur GAB confrere  572120 FT240110H0HJ\BNK  SGMADA Agence MAHAZO,Withdrawal,300000.0,,1822011.95,MCB Internet Banking Document (13).pdf
12/01/2024,12/01/2024,Retrait sur GAB confrere  635130 FT24012ZG3YB\BNK  BNI BNI ANTSAKAVIRO,Withdrawal,250000.0,,1572011.95,MCB Internet Banking Document (13).pdf
15/01/2024,15/01/2024,DB vente carte confrere  578280 FT24015GZR1L\BNK  STATION JOVENA TAKARIVA,Card Payment,20000.0,,1552011.95,MCB Internet Banking Document (13).pdf
15/01/2024,15/01/2024,Retrait sur GAB confrere  408490 FT240153KP14\BNK  SGMADA Mahazo,Withdrawal,400000.0,,1152011.95,MCB Internet Banking Document (13).pdf
15/01/2024,15/01/2024,Retrait sur GAB confrere  409370 FT24015T4R68\BNK  SGMADA Mahazo,Withdrawal,150000.0,,1002011.95,MCB Internet Banking Document (13).pdf
15/01/2024,15/01/2024,Virement recus Banque Confrere MADAGASCAR OIL FT24015YY5BS\BNK   EN FAVEUR DE DIVERS,Transfer,,5549500.0,6551511.95,MCB Internet Banking Document (13).pdf
16/01/2024,16/01/2024,DB vente carte confrere  519620 FT24016R8SLK\BNK  STATION JOVENA TATSINAN,Card Payment,20000.0,,6531511.95,MCB Internet Banking Document (13).pdf
16/01/2024,16/01/2024,Retrait sur GAB confrere  552110 FT240164JTX4\BNK  BNI BNI ANTSAKAVIRO,Withdrawal,800000.0,,5731511.95,MCB Internet Banking Document (13).pdf
16/01/2024,16/01/2024,Retrait sur GAB confrere  552820 FT24016PHNRR\BNK  BNI BNI ANTSAKAVIRO,Withdrawal,800000.0,,4931511.95,MCB Internet Banking Document (13).pdf
16/01/2024,16/01/2024,Retrait sur GAB confrere  553530 FT2401656YZK\BNK  BNI BNI ANTSAKAVIRO,Withdrawal,800000.0,,4131511.95,MCB Internet Banking Document (13).pdf
16/01/2024,16/01/2024,Retrait sur GAB confrere  649900 FT2401690CFY\BNK  BNI TANA WATER FRONT,Withdrawal,100000.0,,4031511.95,MCB Internet Banking Document (13).pdf
17/01/2024,17/01/2024,Retrait en especes  LUI MEME TT24017T3M3P  BESOIN PERSONNEL,Withdrawal,2800000.0,,1231511.95,MCB Internet Banking Document (13).pdf
19/01/2024,19/01/2024,DB vente carte etrangere  289600 FT24019SQNVQ\BNK  CONTABO.COM,Card Payment,65474.82,,1166037.13,MCB Internet Banking Document (13).pdf
19/01/2024,19/01/2024,Retrait sur GAB confrere  666390 FT24019JFYN4\BNK  SGMADA Agence MAHAZO,Withdrawal,100000.0,,1066037.13,MCB Internet Banking Document (13).pdf
22/01/2024,22/01/2024,DB vente carte confrere  563270 FT240222P7N3\BNK  STATION JOVENA TATSINAN,Card Payment,20000.0,,1046037.13,MCB Internet Banking Document (13).pdf
22/01/2024,22/01/2024,Retrait sur GAB confrere  582300 FT2402244VYH\BNK  BNI BNIANALAMAHITSY,Withdrawal,100000.0,,946037.13,MCB Internet Banking Document (13).pdf
22/01/2024,22/01/2024,DB vente carte confrere  478550 FT24022G614L\BNK  STATION JOVENA TATSINAN,Card Payment,55000.0,,891037.13,MCB Internet Banking Document (13).pdf
23/01/2024,23/01/2024,DB vente carte etrangere  817770 FT24023T6CP1\BNK  GOOGLE DOMAINS,Card Payment,61086.3,,829950.83,MCB Internet Banking Document (13).pdf
23/01/2024,23/01/2024,Retrait sur GAB confrere  672270 FT240233C1PS\BNK  SGMADA Mahazo,Withdrawal,120000.0,,709950.83,MCB Internet Banking Document (13).pdf
26/01/2024,26/01/2024,DB vente carte confrere  520080 FT24026GT2SS\BNK  STATION JOVENA TATSINAN,Card Payment,20000.0,,689950.83,MCB Internet Banking Document (13).pdf
